part_number,manufacturer,category,description,availability,price,datasheet_url,product_url,capacitance_uF,voltage_V,tolerance_percent,price_jpy,stock,is_aluminum_electrolytic
EDH225M050A9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 2.2uF 20%,39670 在庫,¥40.8,https://www.mouser.com/datasheet/3/72/1/EDH225M050A9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH225M050A9BAA?qs=E9QF1UCAUX6%2Fo0GFOSNPIQ%3D%3D,2.2,50.0,20.0,40.8,39670,True
B43547E2227M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 250VDC 220uF 20% PVC STD 6.3mm Term,1152 在庫,¥956.8,,https://www.mouser.jp/ProductDetail/TDK/B43547E2227M000?qs=OiaALIbqWFQKYWIsj6VcUw%3D%3D,220.0,250.0,20.0,956.8,1152,True
MAL205658222E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 2200uF 63V 25x30mm,468 在庫,"¥1,566.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205658222E3?qs=r0NmvwWPm2zWbmyOV%2FOX9g%3D%3D,2200.0,63.0,,1566.4,468,True
MAL211815222E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 2200uF 20% 16volts,612 在庫,"¥1,100.3",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211815222E3?qs=pM1VCyfkp0AEfCU8E2fhdw%3D%3D,2200.0,,20.0,1100.3,612,True
MAL215936151E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400V 150uF 20%,368 在庫,"¥2,058.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215936151E3?qs=R62HgyKaTt%2FEzcR%2FOxokMw%3D%3D,150.0,400.0,20.0,2058.7,368,True
MAL214638101E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 63V 100uF 20% AEC-Q200,3076 在庫,¥334.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214638101E3?qs=oD%252BgjdMRx%252BWRatwtj3S%252BTw%3D%3D,100.0,63.0,20.0,334.2,3076,True
MAL215099614E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 1000uF 25V 12.5x12.5x16mm 105C 5000h,879 在庫,¥580.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215099614E3?qs=Ep9Lwju7gVoIFk6pL%2F9ieQ%3D%3D,1000.0,25.0,,580.3,879,True
MAL215236109E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 400V 10uF 20% AEC-Q200,2012 在庫,¥387.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215236109E3?qs=qmStTZH4TznIDP9mbhT0JA%3D%3D,10.0,400.0,20.0,387.9,2012,True
MAL205358221E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 220uF 385V,374 在庫,"¥2,707.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205358221E3?qs=r0NmvwWPm2xpE8oCC286QA%3D%3D,220.0,385.0,,2707.4,374,True
865230457007,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-AS5H 220uF 25V 20% SMD/SMT,4145 在庫,¥159.7,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865230457007?qs=0KOYDY2FL2%2F%2FS4zxOqhpYA%3D%3D,220.0,25.0,20.0,159.7,4145,True
861111485030,Wurth Elektronik,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン WCAP-AIL5 470uF 450V 20% Snap In,475 在庫,"¥2,052.2",,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/861111485030?qs=0KOYDY2FL29DdYedHyDvZQ%3D%3D,470.0,450.0,20.0,2052.2,475,True
B43505A9107M002,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 100uF 20% PVC 3 Terms 4.5mm,496 在庫,"¥1,033.4",https://www.mouser.com/catalog/specsheets/tdk_B41505__B43505.pdf,https://www.mouser.jp/ProductDetail/TDK/B43505A9107M002?qs=f4aWRLuQiuxffQcmbKLXfA%3D%3D,100.0,400.0,20.0,1033.4,496,True
865060543005,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLL 47uF 35V 20% SMD/SMT,35886 在庫,¥53.8,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865060543005?qs=0KOYDY2FL29pKd1yRWsrOw%3D%3D,47.0,35.0,20.0,53.8,35886,True
REH1620681M050B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 50V 680uF 1620 20% R adial,440 在庫,¥308.1,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1620681M050B?qs=Y0Uzf4wQF3mmFwK4W9Vniw%3D%3D,680.0,50.0,20.0,308.1,440,True
ELH227M400AS2AV,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400V 220uF 20% 85C Radial,686 在庫,¥991,https://www.mouser.com/datasheet/3/72/1/ELH227M400AS2AV.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELH227M400AS2AV?qs=gt1LBUVyoHkpN%252BwKS%2FOtFw%3D%3D,220.0,400.0,20.0,991.0,686,True
MAL203037159E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 40V 15uF 20%,2961 在庫,¥295,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203037159E3?qs=4T%252B5yYZyZYfec1H5DEl9vw%3D%3D,15.0,40.0,20.0,295.0,2961,True
MAL225742102E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 1000uF 200V 25x45mm,540 在庫,"¥1,613.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225742102E3?qs=xZ%2FP%252Ba9zWqb4PdE8CFwP7Q%3D%3D,1000.0,200.0,,1613.7,540,True
MAL214699101E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 47uF 50V 20%,10119 在庫,¥448.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214699101E3?qs=Ep9Lwju7gVqdVUjofflGAQ%3D%3D,47.0,50.0,20.0,448.3,10119,True
MAL214050102E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 1000uF 35V 20% Radial,895 在庫,¥725.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214050102E3?qs=aJI9t0tCUiXQ%2FGA5gVUIVg%3D%3D,1000.0,35.0,20.0,725.4,895,True
MAL213826221E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 220uF 25V 20% Axial,1646 在庫,¥598.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213826221E3?qs=cAZGeXF9iMo8SEW3rjSOGw%3D%3D,220.0,25.0,20.0,598.2,1646,True
MAL202134221E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 220uF 10V 20% Axial,3897 在庫,¥277.1,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202134221E3?qs=guUVZXnex6cUoyOcRWE07g%3D%3D,220.0,10.0,20.0,277.1,3897,True
MAL202116102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 25V 20% Axial,1126 在庫,¥712.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202116102E3?qs=IODwLvXzwT1Hb3sKaskJ2A%3D%3D,1000.0,25.0,20.0,712.3,1126,True
MAL202137331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 40V 20% Axial,2353 在庫,¥668.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202137331E3?qs=cR7Qvk1oinnuxxmahVkuEQ%3D%3D,330.0,40.0,20.0,668.3,2353,True
MAL202138339E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 33uF 63V 20% Axial,8442 在庫,¥365.1,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202138339E3?qs=hMvNqCV5SUb888dzd%2FdP8A%3D%3D,33.0,63.0,20.0,365.1,8442,True
EXV476M025A9GAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 47uF 20%,25135 在庫,¥57.1,https://www.mouser.com/datasheet/3/508/1/EXV476M025A9GAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV476M025A9GAA?qs=Z46kSA%2FmtFiATCiTFCtQdA%3D%3D,47.0,25.0,20.0,57.1,25135,True
ALS70A202KE400,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 400V 2000uF 20% 18000Hrs,81 在庫,"¥5,343.1",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A202KE400?qs=AQlKX63v8Ru2%2FlsAO8UeSQ%3D%3D,2000.0,400.0,20.0,5343.1,81,True
EDH108M035S9TAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 1KuF AEC-Q200 20% 105C/2K Hours,2581 在庫,¥386.3,https://www.mouser.com/datasheet/3/508/1/KEM_A4049_EDH.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH108M035S9TAA?qs=E9QF1UCAUX6ALPZxnjZKnA%3D%3D,1.0,35.0,20.0,386.3,2581,True
ALS30A682DF100,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 100volts 6800uF 20%,103 在庫,"¥4,291.8",https://www.mouser.com/datasheet/3/72/1/ALS30A682DF100.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS30A682DF100?qs=P8MLx3uqQOiWt1o0gUzQIQ%3D%3D,6800.0,,20.0,4291.8,103,True
ALS31A471DF450,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 470uF 450VDC 20%,137 在庫,"¥3,709.9",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS31A471DF450?qs=4efEf%2FjP6omQgxRHR%2FOfNw%3D%3D,470.0,450.0,20.0,3709.9,137,True
ELH477M400AT4AA,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 400V 20% 85C Snap in 35x40,831 在庫,"¥1,475.2",https://www.mouser.com/datasheet/3/72/1/ELH477M400AT4AA.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELH477M400AT4AA?qs=Z46kSA%2FmtFg9A30a9RUNyg%3D%3D,470.0,400.0,20.0,1475.2,831,True
ELH109M050AS5AA,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 10000uF 50V 20% 85C Snap in 30x45,1358 在庫,¥976.4,https://www.mouser.com/datasheet/3/72/1/ELH109M050AS5AA.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELH109M050AS5AA?qs=Z46kSA%2FmtFiWXcFHdggLBQ%3D%3D,10000.0,50.0,20.0,976.4,1358,True
MAL202124471E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 470uF 10V 20% Axial,2132 在庫,¥443.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202124471E3?qs=hMvNqCV5SUaiZmQYPDntAQ%3D%3D,470.0,10.0,20.0,443.4,2132,True
MAL211829109E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 100V 10uF 20%,1531 在庫,¥681.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211829109E3?qs=pM1VCyfkp0CZWxUdkcej0w%3D%3D,10.0,100.0,20.0,681.3,1531,True
A958AL112M800S,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 800V 1100uF 20% 9KHr -40/105C ESR=125mOhms,16 在庫,"¥16,940.6",https://www.mouser.com/datasheet/3/508/1/KEM_A4109_A958.pdf,https://www.mouser.jp/ProductDetail/KEMET/A958AL112M800S?qs=vvQtp7zwQdPdQC78gjFd7w%3D%3D,1100.0,800.0,20.0,16940.6,16,True
B43545B5397M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450VDC 390uF 20% PVC STD 6.3mm Term,999 在庫,"¥2,357",,https://www.mouser.jp/ProductDetail/TDK/B43545B5397M000?qs=GG15fDrrStr7oeYOOODgxg%3D%3D,390.0,450.0,20.0,2357.0,999,True
B43547C5227M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450VDC 220uF 20% PVC STD 6.3mm Term,426 在庫,"¥1,674",,https://www.mouser.jp/ProductDetail/TDK/B43547C5227M000?qs=OiaALIbqWFTGRjvaC3I3XA%3D%3D,220.0,450.0,20.0,1674.0,426,True
B43508B5477M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450VDC 470uF 20% PVC STD 6.3mm Term,226 在庫,"¥4,231.5",,https://www.mouser.jp/ProductDetail/TDK/B43508B5477M000?qs=qPUKiRLrJPGW3mSQeUpMWA%3D%3D,470.0,450.0,20.0,4231.5,226,True
MAL214097003E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 68uF 35volts 20%,1901 在庫,¥397.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214097003E3?qs=aJI9t0tCUiUqueLk1JXr6Q%3D%3D,68.0,,20.0,397.7,1901,True
MAL211817222E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 2200uF 20% 40volts,523 在庫,"¥2,117.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211817222E3?qs=pM1VCyfkp0C2mKT0jeoztw%3D%3D,2200.0,,20.0,2117.4,523,True
MAL202135151E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 150uF 16V 20% Axial,2811 在庫,¥370,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202135151E3?qs=hMvNqCV5SUYXE0qWlteNHQ%3D%3D,150.0,16.0,20.0,370.0,2811,True
MAL202133471E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 470uF 6.3V 20% Axial,2394 在庫,¥430.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202133471E3?qs=HIKTYMuL%252B9NJuSDpjy7Hiw%3D%3D,470.0,6.3,20.0,430.3,2394,True
MAL202190532E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 100uF 100V 20% Axial,2489 在庫,¥564,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202190532E3?qs=KQJA%252BRRrFWdzvZBgu2YKvA%3D%3D,100.0,100.0,20.0,564.0,2489,True
MAL215946221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 400V 25x45mm,927 在庫,"¥2,523.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215946221E3?qs=R62HgyKaTt8KUbAzhMKpfA%3D%3D,220.0,400.0,,2523.2,927,True
865060653009,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLL 68uF 50V 20% SMD/SMT,11131 在庫,¥119,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865060653009?qs=0KOYDY2FL29cUfMaALLuRA%3D%3D,68.0,50.0,20.0,119.0,11131,True
865060563011,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLL 1000uF 35V 20% SMD/SMT,1287 在庫,¥502,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865060563011?qs=0KOYDY2FL28PKNvtyLJsGg%3D%3D,1000.0,35.0,20.0,502.0,1287,True
EDH158M6R3A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 6.3V 1500uF 20%,13051 在庫,¥89.7,https://www.mouser.com/datasheet/3/72/1/EDH158M6R3A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH158M6R3A9PAA?qs=E9QF1UCAUX7l%2FroJlLmDcQ%3D%3D,1500.0,6.3,20.0,89.7,13051,True
EDH106M025A9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 10uF 20%,32730 在庫,¥34.2,https://www.mouser.com/datasheet/3/508/1/EDH106M025A9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH106M025A9BAA?qs=E9QF1UCAUX7cby49B%252BI%252BfQ%3D%3D,10.0,25.0,20.0,34.2,32730,True
MAL215757689E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450V 68uF 20%,675 在庫,"¥1,522.4",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215757689E3?qs=qmStTZH4TzmtLP9MYF9Clw%3D%3D,68.0,450.0,20.0,1522.4,675,True
MAL229956222E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 2200uF 400V 45x100,73 在庫,"¥12,151.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL229956222E3?qs=reC3wrXoIlzYEsE2ULBaQA%3D%3D,2200.0,400.0,,12151.7,73,True
MAL219390102E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 330uF 500V 20% 105oC 5000H 35x40mm,578 在庫,"¥2,795.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL219390102E3?qs=X0eQqesbiyjuphmBVHe19w%3D%3D,330.0,500.0,20.0,2795.5,578,True
MAL213833222E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 2200uF 6.3V 20% Axial,1208 在庫,¥476,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213833222E3?qs=3xGhc7tteJWZIENBuo5WOw%3D%3D,2200.0,6.3,20.0,476.0,1208,True
MAL212015222E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 2200uF 16V 20% Axial,873 在庫,"¥1,160.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212015222E3?qs=XH5yPjCcUoWxF42q5PvYsA%3D%3D,2200.0,16.0,20.0,1160.6,873,True
MAL212015102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 16V 20% Axial,1335 在庫,¥886.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212015102E3?qs=9CkSMcl0Kjmkd%252BGJt7Gb1w%3D%3D,1000.0,16.0,20.0,886.7,1335,True
MAL212015472E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 4700uF 16V 20% Axial,863 在庫,"¥1,770.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212015472E3?qs=hMvNqCV5SUbXv%2Fg78o%252BA1g%3D%3D,4700.0,16.0,20.0,1770.2,863,True
EEV226M050S9GAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 22uF 20% AEC-Q200,49026 在庫,¥52.2,https://www.mouser.com/datasheet/3/72/1/EEV226M050S9GAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV226M050S9GAA?qs=E9QF1UCAUX6T92Wky0Sqsg%3D%3D,22.0,50.0,20.0,52.2,49026,True
ALP22A103CB040,KEMET,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 40V 10000uF 85C 18k Hour Radial,285 在庫,"¥2,035.9",https://www.mouser.com/datasheet/3/72/1/ALP22A103CB040.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALP22A103CB040?qs=BmXAkaUQjrTNRabnCX4d5Q%3D%3D,10000.0,40.0,,2035.9,285,True
EEU-FK1C472S,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16VDC 4700uF 20% AEC-Q200,2025 在庫,¥531.4,,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FK1C472S?qs=u16ybLDytRYbtrnk94yE1g%3D%3D,4700.0,16.0,20.0,531.4,2025,True
MAL205943331E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 330UF 250V,620 在庫,"¥2,350.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205943331E3?qs=WyvL69DJJa8wCJmmf9AWaw%3D%3D,330.0,250.0,,2350.5,620,True
MAL205756101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 400volts,514 在庫,"¥1,742.5",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL205756101E3?qs=r0NmvwWPm2xK1xol2EjUJg%3D%3D,100.0,,,1742.5,514,True
MAL215937101E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 100uF 450V 22x40mm,1007 在庫,"¥2,052.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215937101E3?qs=R62HgyKaTt%252BEgwU0IrV6YA%3D%3D,100.0,450.0,,2052.2,1007,True
EEU-FS2A390B,Panasonic,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 100VDC 39uF 590mA Polar,7369 在庫,¥133.7,https://www.mouser.com/catalog/specsheets/Panasonic_08082018_Capacitor Radial Leaded Lytic (EEU-FS) 020118.pdf,https://www.mouser.jp/ProductDetail/Panasonic/EEU-FS2A390B?qs=w%2Fv1CP2dgqr1gxYWmNLjPw%3D%3D,39.0,100.0,,133.7,7369,True
TVA1803.1,Vishay / Sprague,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 16uf 475V,5501 在庫,"¥3,615.3",,https://www.mouser.jp/ProductDetail/Vishay-Sprague/TVA1803.1?qs=RwZLobMEnUzg45ufGj4aJw%3D%3D,16.0,475.0,,3615.3,5501,True
MAL202129479E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 47uF 100V 20% Axial,1946 在庫,¥493.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202129479E3?qs=pLI900sz1U46akJ0iNX47g%3D%3D,47.0,100.0,20.0,493.9,1946,True
MAL202190518E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 16V 20% Axial,2320 在庫,¥669.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202190518E3?qs=KQJA%252BRRrFWfMxOgbGN%2FRNg%3D%3D,1000.0,16.0,20.0,669.9,2320,True
MAL212617331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 40V 10x30,1591 在庫,¥658.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL212617331E3?qs=GedFDFLaBXFm%2FNh86gxzIg%3D%3D,330.0,40.0,,658.5,1591,True
B43504A2227M,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 250VDC 220uF 20% PVC STD 6.3mm Term,703 在庫,¥911.2,,https://www.mouser.jp/ProductDetail/TDK/B43504A2227M?qs=JVlt8SiEC9ParH%2Fw%2FQrndw%3D%3D,220.0,250.0,20.0,911.2,703,True
B43504A9227M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 220uF 20% PVC STD 6.3mm Term,499 在庫,"¥1,489.8",https://www.mouser.com/catalog/specsheets/epco-s-a0000009109-1.pdf,https://www.mouser.jp/ProductDetail/TDK/B43504A9227M000?qs=brqxNzf12%252BLRWQoh68MfzA%3D%3D,220.0,400.0,20.0,1489.8,499,True
B43504A2108M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 250VDC 1000uF 20% PVC STD 6.3mm Term,209 在庫,"¥3,010.6",https://www.mouser.com/catalog/specsheets/epcos11418-1.pdf,https://www.mouser.jp/ProductDetail/TDK/B43504A2108M000?qs=brqxNzf12%252BIp8WJLeb2f5Q%3D%3D,1000.0,250.0,20.0,3010.6,209,True
MAL214651222E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 2200uF 20% 50volts,745 在庫,"¥1,154",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214651222E3?qs=oD%252BgjdMRx%252BUVnBzGAEu%252Byw%3D%3D,2200.0,,20.0,1154.0,745,True
MAL202115152E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1500uF 16V 20% Axial,906 在庫,¥683,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202115152E3?qs=cR7Qvk1oinn%2FncZScEdjCg%3D%3D,1500.0,16.0,20.0,683.0,906,True
MAL202134331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 10V 20% Axial,2945 在庫,¥440.1,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202134331E3?qs=hMvNqCV5SUaCNGnN9%252Bioqw%3D%3D,330.0,10.0,20.0,440.1,2945,True
MAL202135681E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 680uF 16V 20% Axial,1705 在庫,¥539.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202135681E3?qs=IODwLvXzwT0%252BUVw1r9A%2FMA%3D%3D,680.0,16.0,20.0,539.5,1705,True
MAL202139339E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 33uF 100V 20% Axial,1827 在庫,¥430.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202139339E3?qs=822%252BXB1WXnIz39VR%2F%2F1AcQ%3D%3D,33.0,100.0,20.0,430.3,1827,True
MAL202126151E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 150uF 25V 20% Axial,1928 在庫,¥443.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202126151E3?qs=herSbFlu8j2mWkl8pS0lIg%3D%3D,150.0,25.0,20.0,443.4,1928,True
