part_number,manufacturer,category,description,availability,price,datasheet_url,product_url,capacitance_uF,voltage_V,tolerance_percent,price_jpy,stock,is_aluminum_electrolytic
MAL225977221E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 220uF 450V 20% 105C 3000H 35x30mm,388 在庫,"¥1,802.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225977221E3?qs=r5DSvlrkXmKLNa4uww8iiw%3D%3D,220.0,450.0,20.0,1802.8,388,True
MAL202114332E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 3300uF 10V 20% Axial,3747 在庫,¥793.8,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202114332E3?qs=h6IvWuaMtA7zZjkdO%2FT6kA%3D%3D,3300.0,10.0,20.0,793.8,3747,True
MAL203136101E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 85C,2046 在庫,¥401,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203136101E3?qs=4T%252B5yYZyZYencwGG7NHtHg%3D%3D,,,,401.0,2046,True
MAL210446152E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 1500uF 400V 20%105C 5000H 65x105,77 在庫,"¥17,750.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL210446152E3?qs=Ep9Lwju7gVpymklwrk3tEQ%3D%3D,1500.0,400.0,20.0,17750.7,77,True
MAL213834102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 10V 20% Axial,933 在庫,¥681.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213834102E3?qs=cAZGeXF9iMqJwc1qsanNlQ%3D%3D,1000.0,10.0,20.0,681.3,933,True
MAL213834471E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 470uF 10V 20% Axial,1394 在庫,¥526.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213834471E3?qs=cAZGeXF9iMqunuWOcM%252BhSQ%3D%3D,470.0,10.0,20.0,526.5,1394,True
REA1016470M100K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥104.3,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1016470M100K?qs=Y0Uzf4wQF3lEdLMyVRnceg%3D%3D,,,,104.3,1200,True
MAL225957471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 450V 20% 105C 3000H 35x45mm,232 在庫,"¥3,168.7",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL225957471E3?qs=r5DSvlrkXmJbXPXe4DlHow%3D%3D,470.0,450.0,20.0,3168.7,232,True
MAL215262479E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 200V 47uF 20% AEC-Q200,2320 在庫,¥420.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215262479E3?qs=qmStTZH4TzmmkS44BZuHJQ%3D%3D,47.0,200.0,20.0,420.5,2320,True
PEH169KH5150QB2,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 40V 15000uF -10/30% 8000Hrs,192 在庫,"¥7,426.3",https://www.mouser.com/datasheet/3/72/1/KEM_A4038_PEH169_105C.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH169KH5150QB2?qs=P8MLx3uqQOgYj%2FsC7BlqTA%3D%3D,15000.0,40.0,30.0,7426.3,192,True
MAL203135221E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 220uF 16V,3635 在庫,¥343.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203135221E3?qs=4T%252B5yYZyZYdCTfsAS92uLQ%3D%3D,220.0,16.0,,343.9,3635,True
B41252A6129M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 50VDC 12000uF 20% PVC 6mm Terminals,450 在庫,"¥1,369.2",,https://www.mouser.jp/ProductDetail/TDK/B41252A6129M000?qs=f4aWRLuQiuzvQLOzcMUVng%3D%3D,12000.0,50.0,20.0,1369.2,450,True
B41458B9159M000,TDK,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 100VDC 15000uF 20% Threaded Stud Mount,68 在庫,"¥6,674.9",,https://www.mouser.jp/ProductDetail/TDK/B41458B9159M000?qs=DFkWJ3l%252BHdLBcUmgDr4I%252Bg%3D%3D,15000.0,100.0,20.0,6674.9,68,True
EDH107M100S9RAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 100V 100uF 20% AEC-Q200,3458 在庫,¥414,https://www.mouser.com/datasheet/3/508/1/KEM_A4049_EDH.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH107M100S9RAA?qs=E9QF1UCAUX7HRr9sLM%252BbaA%3D%3D,100.0,100.0,20.0,414.0,3458,True
ALS70A272NJ630,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 630V 2700uF 85C 77x105mm,91 在庫,"¥15,892.5",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A272NJ630?qs=W%2FMpXkg%252BdQ7AGDAA4RQ9Sg%3D%3D,2700.0,630.0,,15892.5,91,True
EDH106M025S9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 10uF 20% AEC-Q200,29952 在庫,¥37.5,https://www.mouser.com/datasheet/3/72/1/EDH106M025S9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH106M025S9BAA?qs=E9QF1UCAUX785Y%252BXxYbwvA%3D%3D,10.0,25.0,20.0,37.5,29952,True
MAL224699907E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 150uF 100V 16x16x16mm 125C 5000h,110 在庫,¥819.9,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL224699907E3?qs=cQ%252BZosJmp0O7baikYzs%252BNQ%3D%3D,150.0,100.0,,819.9,110,True
EXV686M035A9HAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 68uF 20%,14763 在庫,¥78.2,https://www.mouser.com/datasheet/3/72/1/EXV686M035A9HAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV686M035A9HAA?qs=E9QF1UCAUX5pGLLn%2FKFKGA%3D%3D,68.0,35.0,20.0,78.2,14763,True
MAL202125102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 16V 20% Axial,840 在庫,¥564,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202125102E3?qs=4T%252B5yYZyZYe4ZkVaTAYofw%3D%3D,1000.0,16.0,20.0,564.0,840,True
MAL203656221E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,"アルミ電解コンデンサ - ラジアルリード 220 F 25V 8,2x11mm 85 C 3000h",3879 在庫,¥262.4,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203656221E3?qs=4T%252B5yYZyZYdiQ1Y6QElc8A%3D%3D,220.0,25.0,,262.4,3879,True
MAL211655221E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 16V 220uF 20%,3684 在庫,¥273.8,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL211655221E3?qs=pM1VCyfkp0ClvzPXUEA8VQ%3D%3D,220.0,16.0,20.0,273.8,3684,True
MAL202136151E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 150uF 25V 20% Axial,1968 在庫,¥430.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202136151E3?qs=34tG%252BOjeWOt0UNnb7yFEEQ%3D%3D,150.0,25.0,20.0,430.3,1968,True
MAL202135331E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 330uF 16V 20% Axial,1529 在庫,¥430.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202135331E3?qs=jxJUw0%2FAXLI0raBn0Le0Ww%3D%3D,330.0,16.0,20.0,430.3,1529,True
B43501A9477M007,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 470uF 20% Short 4mm Term,170 在庫,"¥3,044.8",,https://www.mouser.jp/ProductDetail/TDK/B43501A9477M007?qs=qPUKiRLrJPF%252BpnQ5S8IzIA%3D%3D,470.0,400.0,20.0,3044.8,170,True
REA1020222M006K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥102.7,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020222M006K?qs=Y0Uzf4wQF3n0nklTfI%252BWWQ%3D%3D,,,,102.7,1200,True
B41252A4479M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 16VDC 47000uF 20% PVC 6mm Terminals,346 在庫,"¥1,294.2",,https://www.mouser.jp/ProductDetail/TDK/B41252A4479M000?qs=qPUKiRLrJPHR%2FLj0fUgFIw%3D%3D,47000.0,16.0,20.0,1294.2,346,True
REA1020100M350K,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード ALUMINUM RADIAL,1200 在庫,¥141.8,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REA1020100M350K?qs=Y0Uzf4wQF3mbh596zdVoRQ%3D%3D,,,,141.8,1200,True
865080545011,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLI 68uF 35V 20% SMD/SMT,23836 在庫,¥55.4,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865080545011?qs=0KOYDY2FL2%252BUWN8HP4Q2UA%3D%3D,68.0,35.0,20.0,55.4,23836,True
ALS70A332NP630,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 630V 3300uF 85C 77x115mm,55 在庫,"¥18,963.4",https://www.mouser.com/datasheet/3/72/1/KEM_A4075_ALS70_71.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS70A332NP630?qs=W%2FMpXkg%252BdQ65vTduT%2FH8mA%3D%3D,3300.0,630.0,,18963.4,55,True
MAL224699712E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 470uF 80V 18x18x21 High Vibration,372 在庫,"¥1,410",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL224699712E3?qs=b%252B2mHxW%2Fy4UoDwtyBiUWiA%3D%3D,470.0,80.0,,1410.0,372,True
TE1306-E3,Vishay / Sprague,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 50V 35uF,689 在庫,"¥1,057.9",,https://www.mouser.jp/ProductDetail/Vishay-Sprague/TE1306-E3?qs=j607B05hb72X1iaCV7AsgQ%3D%3D,35.0,50.0,,1057.9,689,True
TE1305-E3,Vishay / Sprague,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 50V 20uF,921 在庫,"¥1,033.4",,https://www.mouser.jp/ProductDetail/Vishay-Sprague/TE1305-E3?qs=F0bBuU9YDExuEh1QL4AhrA%3D%3D,20.0,50.0,,1033.4,921,True
MAL210437152E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 1500uF 450V 20%105C 5000H 65x105,113 在庫,"¥11,889.2",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL210437152E3?qs=Ep9Lwju7gVrOqtK2nybaIw%3D%3D,1500.0,450.0,20.0,11889.2,113,True
EXV337M025A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 330uF 20%,5735 在庫,¥89.7,https://www.mouser.com/datasheet/3/72/1/EXV337M025A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV337M025A9PAA?qs=Z46kSA%2FmtFj9JyKmCyOjqg%3D%3D,330.0,25.0,20.0,89.7,5735,True
ALS36H333L4C075,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 75V 0.033F -10/+30% 85C 19000Hrs,97 在庫,"¥10,727",https://www.mouser.com/datasheet/3/72/1/ALS36H333L4C075.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS36H333L4C075?qs=gt1LBUVyoHmudzM%252B21XNQQ%3D%3D,0.033,75.0,30.0,10727.0,97,True
MAL214271479E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,"アルミ電解コンデンサ - ラジアルリード 47 F 50V 6,3x11mm 105 C 2500h",2613 在庫,¥76.6,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL214271479E3?qs=Ep9Lwju7gVrdYyULewu6GA%3D%3D,47.0,50.0,,76.6,2613,True
EDH108M050S9TAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 50V 1000uF 20% AEC-Q200,3166 在庫,¥387.9,https://www.mouser.com/datasheet/3/508/1/EDH108M050S9TAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH108M050S9TAA?qs=E9QF1UCAUX7SxWMyCBfAvA%3D%3D,1000.0,50.0,20.0,387.9,3166,True
MAL213635471E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 470uF 16V 20% 10 x 16,2467 在庫,¥303.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213635471E3?qs=aJI9t0tCUiXxgIxOlZ6PNg%3D%3D,470.0,16.0,20.0,303.2,2467,True
MAL219055222E3,Vishay / BC Components,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 2200uF 16V 20% 12.5 x 25,663 在庫,¥482.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL219055222E3?qs=eP2BKZSCXI5jQF%252BmiDkT5g%3D%3D,2200.0,16.0,20.0,482.5,663,True
MAL202124102E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 1000uF 10V 20% Axial,1420 在庫,¥554.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202124102E3?qs=KQJA%252BRRrFWc2JJxulCxKmg%3D%3D,1000.0,10.0,20.0,554.2,1420,True
EXV106M035A9DAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 10uF 20%,36774 在庫,¥78.2,https://www.mouser.com/datasheet/3/72/1/EXV106M035A9DAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV106M035A9DAA?qs=Z46kSA%2FmtFjka%252BCUn3bIug%3D%3D,10.0,35.0,20.0,78.2,36774,True
MAL202118681E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 680uF 63V 20% Axial,1125 在庫,¥815,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202118681E3?qs=HIKTYMuL%252B9OAaEgT32%2FO8Q%3D%3D,680.0,63.0,20.0,815.0,1125,True
MAL202190548E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 15uF 100V 20% Axial,1818 在庫,¥430.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202190548E3?qs=KQJA%252BRRrFWd8l1pxAoj3DQ%3D%3D,15.0,100.0,20.0,430.3,1818,True
MAL202137151E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 150uF 40V 20% Axial,1949 在庫,¥482.5,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202137151E3?qs=hMvNqCV5SUZ5SuPRLC8dfw%3D%3D,150.0,40.0,20.0,482.5,1949,True
MAL202139159E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 15uF 100V 20% Axial,1609 在庫,¥440.1,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL202139159E3?qs=hMvNqCV5SUaw2iDre377Ew%3D%3D,15.0,100.0,20.0,440.1,1609,True
MAL219357471E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 470uF 450V 35x50,432 在庫,"¥3,348",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL219357471E3?qs=GedFDFLaBXHGPbG7as%2FOlA%3D%3D,470.0,450.0,,3348.0,432,True
MAL215299701E3,Vishay / BC Components,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 2.2UF   450V    20%,9978 在庫,¥303.2,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215299701E3?qs=xZ%2FP%252Ba9zWqbvYw9n9k4CbQ%3D%3D,2.2,450.0,20.0,303.2,9978,True
PEH169PH447VMB2,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 100V 4700uF 20% 17000Hrs,84 在庫,"¥8,039.2",https://www.mouser.com/datasheet/3/72/1/KEM_A4035_PEH169_85C.pdf,https://www.mouser.jp/ProductDetail/KEMET/PEH169PH447VMB2?qs=SvuCqwVNuzW6GK6mwgkJKw%3D%3D,4700.0,100.0,20.0,8039.2,84,True
ALS80C124NF063,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 63V 120000uF 20% 9000Hrs,36 在庫,"¥12,903.1",https://www.mouser.com/datasheet/3/72/1/KEM_A4076_ALS80_81.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS80C124NF063?qs=AQlKX63v8RuorQ5xLsDvLQ%3D%3D,120000.0,63.0,20.0,12903.1,36,True
ELH687M450AT8AA,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 680uF 450V 20% 85C Snap in 35x60,534 在庫,"¥2,616.2",https://www.mouser.com/datasheet/3/72/1/ELH687M450AT8AA.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELH687M450AT8AA?qs=907G%252Bm7SbTuK%252BKBsPX9ssw%3D%3D,680.0,450.0,20.0,2616.2,534,True
EEV108M010A9PAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 10V 1000uF 20% 80 mOhms,13259 在庫,¥143.4,https://www.mouser.com/datasheet/3/508/1/EEV108M010A9PAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EEV108M010A9PAA?qs=T9vdlufmP8wsfGJIh8Ffdg%3D%3D,1000.0,10.0,20.0,143.4,13259,True
ELG478M063AR6AA,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 63V 4700uF 20% 105C 2000Hrs,711 在庫,¥860.6,https://www.mouser.com/datasheet/3/72/1/KEM_A4021_ELG.pdf,https://www.mouser.jp/ProductDetail/KEMET/ELG478M063AR6AA?qs=KFnARfWiB%252BuUG6SZzv660w%3D%3D,4700.0,63.0,20.0,860.6,711,True
MAL215956121E3,Vishay / BC Components,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 120uF 400V 25x30mm,602 在庫,"¥1,869.6",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL215956121E3?qs=R62HgyKaTt8HFjDDbv7d%252BA%3D%3D,120.0,400.0,,1869.6,602,True
TE1302-E3,Vishay,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 3uF 50V +75% -10%,757 在庫,¥921,,https://www.mouser.jp/ProductDetail/Vishay/TE1302-E3?qs=F0bBuU9YDEx3qBJ%2FW%2Fn%2FIA%3D%3D,3.0,50.0,75.0,921.0,757,True
865060557008,Wurth Elektronik,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD WCAP-ASLL 220uF 35V 20% SMD/SMT,8033 在庫,¥171.2,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/865060557008?qs=0KOYDY2FL28oI1cX4lk%252BIg%3D%3D,220.0,35.0,20.0,171.2,8033,True
860240975001,Wurth Elektronik,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード WCAP-AT1H 10uF 160V 20%,2478 在庫,¥125.5,,https://www.mouser.jp/ProductDetail/Wurth-Elektronik/860240975001?qs=amGC7iS6iy%2FKoN%252BD0pVtrg%3D%3D,10.0,160.0,20.0,125.5,2478,True
B43505A9337M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400VDC 330uF 20% PVC STD 6.3mm Term,316 在庫,"¥2,231.5",https://www.mouser.com/catalog/specsheets/tdk_B41505__B43505.pdf,https://www.mouser.jp/ProductDetail/TDK/B43505A9337M000?qs=brqxNzf12%252BLtqES8bItugQ%3D%3D,330.0,400.0,20.0,2231.5,316,True
MAL213819689E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 68uF 100V 20% Axial,1811 在庫,¥604.7,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213819689E3?qs=cNeEOuFtP2iQrrzxNb%252B3fw%3D%3D,68.0,100.0,20.0,604.7,1811,True
MAL213817332E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,アルミ電解コンデンサ-アキシャルリード 3300uF 40V 20% Axial,660 在庫,"¥1,181.8",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL213817332E3?qs=cAZGeXF9iMoZfCOY64haWQ%3D%3D,3300.0,40.0,20.0,1181.8,660,True
REF1625562M010B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 10V 5600uF 1625 20% Radial,254 在庫,¥313,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REF1625562M010B?qs=Y0Uzf4wQF3k%252Bdc3EzCB%2F2Q%3D%3D,5600.0,10.0,20.0,313.0,254,True
REH1625470M400B,KYOCERA AVX,アルミ電解コンデンサ - ラジアルリード,アルミ電解コンデンサ - ラジアルリード 400V 47uF 1625 20% R adial,469 在庫,¥454.8,,https://www.mouser.jp/ProductDetail/KYOCERA-AVX/REH1625470M400B?qs=Y0Uzf4wQF3ndOtSwy9OZkQ%3D%3D,47.0,400.0,20.0,454.8,469,True
EXV337M016A9MAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 16V 330uF 20%,6109 在庫,¥130.4,https://www.mouser.com/datasheet/3/72/1/KEM_A4003_EXV.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV337M016A9MAA?qs=E9QF1UCAUX6sNSHebiU6kg%3D%3D,330.0,16.0,20.0,130.4,6109,True
EXV227M025A9MAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25V 220uF 20%,7154 在庫,¥161.4,https://www.mouser.com/datasheet/3/508/1/EXV227M025A9MAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV227M025A9MAA?qs=Z46kSA%2FmtFjcV3jExUs8Iw%3D%3D,220.0,25.0,20.0,161.4,7154,True
ALS30A222MF350,KEMET,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 350volts 2200uF 20%,74 在庫,"¥7,661",https://www.mouser.com/datasheet/3/72/1/KEM_A4031_ALS30_31.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALS30A222MF350?qs=P8MLx3uqQOhRVZiVHTVlhw%3D%3D,2200.0,,20.0,7661.0,74,True
EEV-FK1E102V,Panasonic,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 25VDC 1000uF 20% Anti-Vibe AEC-Q200,6919 在庫,¥270.6,,https://www.mouser.jp/ProductDetail/Panasonic/EEV-FK1E102V?qs=SsWZTgbPiDBvkQCDkKJHlg%3D%3D,1000.0,25.0,20.0,270.6,6919,True
MAL203137479E3,Vishay / BC Components,アルミ電解コンデンサ-アキシャルリード,"アルミ電解コンデンサ-アキシャルリード 47uF 40V -10%,+50% Axial",2520 在庫,¥386.3,,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL203137479E3?qs=4T%252B5yYZyZYfykDjdIIQN0w%3D%3D,47.0,40.0,10.0,386.3,2520,True
MAL210425472E3,Vishay / BC Components,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 4700uF 350V 20% 105C 5000H 76X146,64 在庫,"¥27,106.9",,https://www.mouser.jp/ProductDetail/Vishay-BC-Components/MAL210425472E3?qs=A8YJ4olPTF4cPpU%252BLuJgpA%3D%3D,4700.0,350.0,20.0,27106.9,64,True
B43703A4478M000,TDK,アルミニウム電解キャパシタ - ネジ端子,アルミニウム電解キャパシタ - ネジ端子 350VDC 4700uF 20% Ring clip/clamp mnt (clamp not included),27 在庫,"¥15,344.8",,https://www.mouser.jp/ProductDetail/TDK/B43703A4478M000?qs=W0yvOO0ixfHgx9OdqoxDww%3D%3D,4700.0,350.0,20.0,15344.8,27,True
B43508A5477M000,TDK,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 450VDC 470uF 20% PVC STD 6.3mm Term,319 在庫,"¥3,015.5",,https://www.mouser.jp/ProductDetail/TDK/B43508A5477M000?qs=qPUKiRLrJPFzjHrCUZHmfg%3D%3D,470.0,450.0,20.0,3015.5,319,True
ALC70A561DE400,KEMET,アルミニウム電解キャパシタ - スナップイン,アルミニウム電解キャパシタ - スナップイン 400V 560uF 20% 15000Hrs,695 在庫,"¥1,929.9",https://www.mouser.com/datasheet/3/508/1/KEM_A4081_ALC70.pdf,https://www.mouser.jp/ProductDetail/KEMET/ALC70A561DE400?qs=yqaQSyyJnNiuDfcV7jRYZg%3D%3D,560.0,400.0,20.0,1929.9,695,True
EXV475M035A9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 35V 4.7uF 20%,27116 在庫,¥68.5,https://www.mouser.com/datasheet/3/72/1/EXV475M035A9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EXV475M035A9BAA?qs=E9QF1UCAUX51FYq3xnG%2FcA%3D%3D,4.7,35.0,20.0,68.5,27116,True
EDH226M016S9BAA,KEMET,アルミニウム電解キャパシタ - SMD,アルミニウム電解キャパシタ - SMD 16V 22uF 20% AEC-Q200,33959 在庫,¥32.6,https://www.mouser.com/datasheet/3/72/1/EDH226M016S9BAA.pdf,https://www.mouser.jp/ProductDetail/KEMET/EDH226M016S9BAA?qs=E9QF1UCAUX7nxIYoqFIcRw%3D%3D,22.0,16.0,20.0,32.6,33959,True
